LAMMPS

62500 atoms

1 atom types

0 25 xlo xhi
0 25 ylo yhi
0 25 zlo zhi

Masses

1 1.000000

Atoms

1 1 9.421982476e-01 7.673218767e-01 6.974051127e-01
2 1 5.272716445e-01 9.916641608e-01 4.054319732e-01
3 1 5.192624596e-01 1.726004776e-01 5.444052029e-01
4 1 8.319218185e-01 6.283334401e-01 3.048698925e-01
5 1 1.118368904e+00 1.333762912e-01 1.301496214e-01
6 1 1.924220274e+00 6.675969155e-02 6.875728454e-01
7 1 1.925204111e+00 4.808125169e-02 6.924520156e-01
8 1 1.351807900e+00 6.063295969e-01 7.448503209e-01
9 1 2.163026569e+00 7.924164543e-01 1.944012013e-01
10 1 2.005634562e+00 6.168130411e-02 5.787347317e-01
11 1 2.266171007e+00 3.496810470e-02 7.772340524e-01
12 1 2.006360577e+00 1.547909572e-01 1.966928388e-01
13 1 3.725840433e+00 1.564278973e-01 8.515391505e-01
14 1 3.200131847e+00 7.442686336e-01 9.923595075e-01
15 1 3.799339764e+00 9.279388689e-01 9.845644365e-01
16 1 3.525994357e+00 9.184013586e-01 4.802157287e-01
17 1 4.207337172e+00 9.206142088e-01 5.574903620e-01
18 1 4.438088604e+00 7.323633670e-01 3.245010740e-02
19 1 4.923537721e+00 6.693858860e-01 9.498926225e-01
20 1 4.588846963e+00 7.572521109e-02 1.627774924e-01
21 1 5.886565750e+00 5.187328980e-01 3.376469278e-02
22 1 5.348051334e+00 4.455048288e-01 5.882463855e-01
23 1 5.147194382e+00 2.510641833e-01 8.790315992e-01
24 1 5.050689568e+00 9.897509762e-01 9.507140360e-01
25 1 6.074847275e+00 8.030062717e-01 2.394815623e-01
26 1 6.919665881e+00 9.935903563e-02 5.324555067e-01
27 1 6.548123911e+00 2.989946135e-01 7.162192388e-01
28 1 6.772484788e+00 6.854937243e-01 2.205842818e-02
29 1 7.118777641e+00 6.511985199e-02 9.453365372e-01
30 1 7.773016318e+00 1.948033848e-01 7.850196032e-02
31 1 7.908657036e+00 8.140005238e-02 9.574038033e-01
32 1 7.298130399e+00 4.901004819e-01 4.271194461e-01
33 1 8.955143335e+00 3.916002951e-01 9.152171371e-01
34 1 8.574367737e+00 3.791554397e-01 1.392874105e-01
35 1 8.625853613e+00 2.531947859e-01 1.042817858e-01
36 1 8.934754573e+00 3.638549396e-01 5.454394390e-01
37 1 9.601262237e+00 9.209980867e-01 5.418826481e-01
38 1 9.496602350e+00 5.847278663e-01 6.782128861e-01
39 1 9.072013366e+00 7.248767876e-01 2.409162734e-01
40 1 9.733798370e+00 4.907179120e-01 7.575229109e-01
41 1 1.042798862e+01 6.273187409e-01 5.281371929e-01
42 1 1.017590746e+01 1.927235021e-01 4.539186940e-01
43 1 1.091617814e+01 5.135879557e-01 7.125251663e-01
44 1 1.075178189e+01 4.301221578e-01 6.548523026e-01
45 1 1.136798272e+01 2.235355025e-01 8.345996475e-01
46 1 1.132348696e+01 4.468222053e-01 3.543285364e-01
47 1 1.196074055e+01 2.718593838e-01 5.002087381e-01
48 1 1.165269700e+01 8.934729211e-01 3.075994257e-01
49 1 1.204459218e+01 2.179421903e-01 2.031391893e-02
50 1 1.242963303e+01 5.530207580e-01 6.487357361e-01
51 1 1.289463489e+01 6.670082793e-01 9.362984120e-01
52 1 1.267017205e+01 5.272832894e-01 1.553795724e-01
53 1 1.332454532e+01 3.364833522e-01 9.595796206e-01
54 1 1.356075710e+01 9.289350807e-01 7.921693522e-01
55 1 1.337893195e+01 9.189163987e-01 7.572041149e-01
56 1 1.374447616e+01 2.073634765e-01 7.534598007e-02
57 1 1.453430817e+01 3.888687027e-01 5.989349352e-01
58 1 1.432340602e+01 8.531008414e-01 5.630464565e-01
59 1 1.416677852e+01 2.929956822e-01 3.111989448e-01
60 1 1.459045209e+01 1.256543144e-01 6.625455174e-01
61 1 1.592663270e+01 7.446800022e-01 6.990601636e-01
62 1 1.503405678e+01 4.093217040e-01 3.548585818e-01
63 1 1.578026118e+01 2.137168211e-01 4.233572998e-02
64 1 1.557022484e+01 3.546741397e-01 2.866569739e-01
65 1 1.665013524e+01 8.779427486e-01 5.459900064e-01
66 1 1.641446536e+01 8.938091577e-01 4.581930636e-01
67 1 1.644354118e+01 4.563460550e-01 3.260968780e-01
68 1 1.619140315e+01 7.437673515e-01 6.836712211e-01
69 1 1.702781778e+01 7.956679289e-01 8.770088915e-01
70 1 1.716164511e+01 6.434421989e-01 1.122792089e-01
71 1 1.710815403e+01 5.744001463e-01 3.676898116e-01
72 1 1.700886745e+01 9.795416549e-01 7.520094234e-01
73 1 1.800260944e+01 8.758870093e-02 4.266718281e-01
74 1 1.865552082e+01 4.831371919e-02 5.512838111e-01
75 1 1.853868843e+01 5.043394218e-01 5.729326944e-01
76 1 1.874877271e+01 5.607657110e-04 5.743631407e-01
77 1 1.990238784e+01 9.910509668e-01 2.914946571e-01
78 1 1.970216721e+01 6.592374961e-01 5.657566165e-04
79 1 1.942818550e+01 2.851709025e-01 1.209076955e-01
80 1 1.979853176e+01 1.144700341e-01 5.129210851e-01
81 1 2.048148479e+01 9.137797264e-01 3.583884078e-01
82 1 2.016571442e+01 6.041895482e-01 7.148698404e-01
83 1 2.056716136e+01 8.160166925e-01 7.579027826e-01
84 1 2.005457422e+01 8.130772143e-01 3.387819749e-01
85 1 2.123647742e+01 7.896000533e-01 7.291516210e-01
86 1 2.119210553e+01 6.933670386e-01 7.531539321e-01
87 1 2.175301915e+01 4.709952844e-01 9.710048375e-01
88 1 2.157204424e+01 1.005875273e-01 7.424232986e-01
89 1 2.292656386e+01 7.105385849e-01 5.304427883e-02
90 1 2.243074824e+01 6.945177912e-01 8.648430383e-01
91 1 2.271586896e+01 7.321506427e-01 3.108360913e-01
92 1 2.240078023e+01 4.724037448e-01 9.408905317e-01
93 1 2.379772137e+01 5.450698113e-01 2.496983415e-01
94 1 2.380776569e+01 9.112136752e-01 9.294238875e-01
95 1 2.327273715e+01 9.620828355e-01 7.293867985e-01
96 1 2.309931100e+01 5.636055242e-01 3.836767943e-01
97 1 2.473495037e+01 1.208058122e-01 4.800714101e-01
98 1 2.435933233e+01 7.335699411e-01 2.676331455e-02
99 1 2.432332259e+01 3.075787906e-01 8.294686459e-01
100 1 2.496802907e+01 7.863349698e-01 7.229679973e-01
101 1 2.532641444e-01 1.450932278e+00 5.425216683e-01
102 1 8.748787124e-01 1.624446414e+00 4.858473731e-01
103 1 4.214063446e-01 1.264461041e+00 2.043840771e-02
104 1 4.828199552e-01 1.356089305e+00 6.260217726e-01
105 1 1.894353965e+00 1.288337674e+00 5.456040452e-01
106 1 1.342543725e+00 1.613599444e+00 8.527188851e-02
107 1 1.186534616e+00 1.384465940e+00 9.885265314e-01
108 1 1.533856367e+00 1.420876910e+00 1.991476833e-01
109 1 2.574571733e+00 1.093496365e+00 2.078194457e-01
110 1 2.733875232e+00 1.376471723e+00 4.819003020e-01
111 1 2.461478034e+00 1.586966360e+00 5.091337686e-01
112 1 2.803913526e+00 1.638928306e+00 3.161945793e-01
113 1 3.709970834e+00 1.431048238e+00 6.241229991e-01
114 1 3.905565521e+00 1.530435798e+00 4.844912015e-01
115 1 3.102029214e+00 1.702798037e+00 2.220225304e-01
116 1 3.378460943e+00 1.675188270e+00 1.286174958e-01
117 1 4.321210139e+00 1.442802279e+00 7.639387006e-01
118 1 4.497272869e+00 1.472784406e+00 4.179361208e-01
119 1 4.790136999e+00 1.546750651e+00 5.153565800e-01
120 1 4.441228794e+00 1.666558023e+00 1.885389435e-01
121 1 5.184034090e+00 1.297325526e+00 8.619884272e-01
122 1 5.819764168e+00 1.276165643e+00 3.889307313e-01
123 1 5.550757334e+00 1.905526387e+00 8.884599818e-02
124 1 5.253053651e+00 1.530455134e+00 8.155631451e-01
125 1 6.814383901e+00 1.151225407e+00 3.391533855e-01
126 1 6.468629728e+00 1.072722214e+00 9.595636494e-01
127 1 6.794584373e+00 1.533436496e+00 7.159663922e-01
128 1 6.043817495e+00 1.768206797e+00 2.613538467e-01
129 1 7.888807025e+00 1.158462084e+00 7.998166593e-01
130 1 7.204077342e+00 1.219096445e+00 4.005442396e-01
131 1 7.556000440e+00 1.863969318e+00 9.821199362e-01
132 1 7.137467822e+00 1.383230986e+00 9.422685569e-02
